1770471371.4523635,key_press,keyboard,f6531a67
1770471371.5792704,key_press,keyboard,f6531a67
1770471371.6428053,key_press,keyboard,f6531a67
1770471371.6831844,key_release,keyboard,f6531a67
1770471371.7219822,key_release,keyboard,f6531a67
1770471371.7472396,key_press,keyboard,f6531a67
1770471371.7938893,key_release,keyboard,f6531a67
1770471371.878253,key_release,keyboard,f6531a67
1770471371.9091349,key_press,keyboard,f6531a67
1770471372.0221128,key_press,keyboard,f6531a67
1770471372.054638,key_release,keyboard,f6531a67
1770471372.145782,key_press,keyboard,f6531a67
1770471372.1958413,key_release,keyboard,f6531a67
1770471372.268384,key_press,keyboard,f6531a67
1770471372.2914827,key_release,keyboard,f6531a67
1770471372.3835206,key_release,keyboard,f6531a67
1770471373.1128666,key_press,keyboard,f6531a67
1770471373.198884,key_press,keyboard,f6531a67
1770471373.228421,key_release,keyboard,f6531a67
1770471373.3155856,key_press,keyboard,f6531a67
1770471373.3912935,key_release,keyboard,f6531a67
1770471373.4272287,key_press,keyboard,f6531a67
1770471373.4619257,key_release,keyboard,f6531a67
1770471373.5431795,key_press,keyboard,f6531a67
1770471373.5642672,key_release,keyboard,f6531a67
1770471373.6607845,key_release,keyboard,f6531a67
1770471373.736017,key_press,keyboard,f6531a67
1770471373.8273437,key_press,keyboard,f6531a67
1770471373.857567,key_release,keyboard,f6531a67
1770471373.8808103,key_press,keyboard,f6531a67
1770471373.9457483,key_release,keyboard,f6531a67
1770471374.0093307,key_release,keyboard,f6531a67
1770471374.3295674,key_press,keyboard,f6531a67
1770471374.4429185,key_release,keyboard,f6531a67
1770471374.4800525,key_press,keyboard,f6531a67
1770471374.5660026,key_release,keyboard,f6531a67
1770471375.9320934,key_press,keyboard,f6531a67
1770471376.028548,key_release,keyboard,f6531a67
1770471376.075712,key_press,keyboard,f6531a67
1770471376.1811457,key_release,keyboard,f6531a67
1770471376.2266781,key_press,keyboard,f6531a67
1770471376.3268542,key_release,keyboard,f6531a67
1770471376.3731868,key_press,keyboard,f6531a67
1770471376.47868,key_release,keyboard,f6531a67
1770471376.5082724,key_press,keyboard,f6531a67
1770471376.6153665,key_release,keyboard,f6531a67
1770471376.6474755,key_press,keyboard,f6531a67
1770471376.7350473,key_release,keyboard,f6531a67
1770471376.7680829,key_press,keyboard,f6531a67
1770471376.8613012,key_release,keyboard,f6531a67
1770471377.303047,key_press,keyboard,f6531a67
1770471377.3930068,key_release,keyboard,f6531a67
1770471377.8785589,key_press,keyboard,f6531a67
1770471377.9843316,key_release,keyboard,f6531a67
